RelationalID,CardType,Text
546,ReplyAll,"If there's no of the thin minty things, I'm not into it"
547,ReplyAll,"In these trying times, we must be frugal "
548,ReplyAll,This is multilevel marketing with extra steps
549,ReplyAll,Send em' over to my desk!
551,ReplyAll,yooooo lmao
552,ReplyAll,I remember hearing a similiar thing during one of my business classes in my business school
553,ReplyAll,Sorry! Can we take this offline?
554,ReplyAll,I think it is at Scoob's desk as we type this message
555,ReplyAll,"I am sorry, but I don't think I'll be helpful on this matter. "
557,ReplyAll,Great see you tonight lets get turnt
558,ReplyAll,"Ok, we'll talk another time. Have a good day."
559,ReplyAll,I hope you feel better after this!!
560,ReplyAll,Fine by me. We will reconvene at a later time. 
562,ReplyAll,I have taken on a black bear in the dead of winter with my bare hands and survived. I think I'll ask the questions. 
564,ReplyAll,google it
565,ReplyAll,"please submit a ticket to the email alias, thanks"
566,ReplyAll,an excuse not to work.. sure
567,ReplyAll,not this time skippy
568,ReplyAll,Yes I'll get back to you in the next 98 hours.
570,ReplyAll,this is intense
571,ReplyAll,"I don't have time for that right now, please check in around two weeks from now when I have increased bandwidth. "
572,ReplyAll,I love talking to you! :-)
573,ReplyAll,please send me an invite to my AOL account
574,ReplyAll,"busy making nachos, but I'll make time for you ;)"
576,ReplyAll,Such a classic prank!!
577,ReplyAll,I am not doing anything until you give me my purple dry erase markers back. 
578,ReplyAll,"Don't get too upset, it'll all be okay after we get this sorted out. "
579,ReplyAll,"For sure, just need to iron out the details and get back to you. Shall we reconvene in two months?"
580,ReplyAll,What's your's is mine and mine is your's coworkerino
582,ReplyAll,My client prefers I do not answer that
583,ReplyAll,What report?
584,ReplyAll,Due diligence? More like due nothing! booya!
585,ReplyAll,I'm sorry. My memory isn't so good. What is this about again?
586,ReplyAll,My hands are really sweaty right now XD
588,ReplyAll,Its the most wonderful time of the year
589,ReplyAll,let's do it for the kids!
590,ReplyAll,You have everything I can give and i just hope it is enough
591,ReplyAll,I'd be open to donating three months salary to the cause
592,ReplyAll,You make me never lose faith and I am thankful for that
602,ReplyAll,Time heals all wounds. You'll see soon enough..
1,Inbox,"Hey ops team, Next week is the bossman's birthday. Big Rick is turning 45. Any bday suggestions? Ian"
7,Inbox,"hey, you're going to have to push back your plans tonight. I need the latest edits on this deck by tomorrow morning. Richard"
13,Inbox,Hey everyone! Its been a while. I was wondering if anyone wanted to grab drinks after work on Thursday. XOXO K
19,Inbox,"Hello Debra, Thank you for interviewing me yesterday. Loved talking about snickerdoodles and dogs. Looking forward to moving beyond my current company and joining your team in Nashville."
27,Inbox,"Hello everyone, I wanted to share that Sharon is no longer with the company. If anyone has any questions, please reach out to me directly"
34,Inbox,"Hello everyone, I am going to be a bit late to work today. I was involved in a traffic accident where I hit a biker. Please follow the agenda we put together yesterday."
41,Inbox,"Hello Judy, are we still on for our after hours ""check-in""?"
45,Inbox,"Listen, I am a caring, sharing, hugging human. But this is the end of the quarter. Close and send me your deals. If you don't your badge will literally not work on Monday. "
51,Inbox,"Hello, We want you to know that your browsing activity has been flagged by corporate. We will be in touch. -IT Security Threat Response"
59,Inbox,"Your slack message popped up on my laptop while I was screen-sharing with the execs. Please, we need to talk. "
65,Inbox,"To my (work) family, Today is my last day at the company. I'm going to miss you all more than anything in my whole life. I will forever cherish our laughs and tears together. Love you all"
71,Inbox,"My fellow coworkers, after 18 years I am quitting stepping down from my post to pursue my dream of doing nothing. You can reach me by mail as I am going 'off the grid'."
72,Inbox,"Look, I know my last name is Butts. Ha. Ha. Ha. But to whomever keeps changing my LinkedIn first name to Seymour, please stop. Hugh G. Butts"
79,Inbox,"Seriously everyone, this is not a joke. Parking in my spot will not be tolerated. Please come forward if that lime green Prius is your's. "
87,Inbox,"Whoever filled my desk drawer with Skittles, I'm not even mad. This is the best day of my life. "
88,Inbox,I saw your presentation to the board and I really think you miscatergorized my contributions to the project. 
94,Inbox,Performance reviews are next week. Come with questions and ways to grow your bandwidth in future quarters.
100,Inbox,"Hi everyone! I know it is the Monday after the Super Bowl, but turn those frowns upside down. Get ready for all day training!"
106,Inbox,"I know we're all working from home, but who wants to do a virtual happy hour??? Would be SO FUN!"
112,Inbox,PSA: The 4th floor bathrooms are officially out of service until further notice
121,Inbox,Can we all just stop with these all office emails? MY INBOX IS FULL. F-ING STOP.
122,Inbox,"Hey everyone, just got back from Ireland. Left some authetic chocolates in the kitchen. First come first serve. XOXO Heather"
124,Inbox,Hey! Its been great working with you. Is your group hiring? We have a lot of soon to be unstaffed people that will be needing jobs
125,Inbox,"FYI Everyone, Carole had her kid. Very cute! Check out the pic!"
131,Inbox,Update: execs are dressing up as 80s hairbands for the halloween party. I haven't seen such big hair since Wham.
148.5,Inbox,Hi Jim. McKenzie from the IRS is here. She says she wants to speak to you about oddities she found in the pension fund.
141,Inbox,"Dear Suzy, you're sweet like a gumdrop and i love you like waffles. See you tonight for the kerfaffles. ;) haha"
147,Inbox,"I know expense reports are due today, but YOLO! Haha, due date is pushed back one week because we need to focus on being disrupters instead"
153,Inbox,No joke some middle aged man is karate chopping through sheets of wood in the parking lot
159,Inbox,Quick: does anybody know what IT actually stands for? asking for a friend
165,Inbox,You've been selected to speak at the quarterly shareholder's meeting on those increased sales you're expecting. Congrats!
171,Inbox,"Big data, and machine learning will reinvent our scaling and soon to be blockchained hyper-networks. Will the networks themselves decentralize? Use this thread for business thoughts/insights."
172,Inbox,"There's a recurring issue of toilets being left unflushed. Never thought I'd write a work email about this, but please flush"
178,Inbox,A sick man coughed on my shoulder on the subway and now I'm feeling cold. Going to self-isolate for a week. Text me if you need me.
184,Inbox,We did it! We 10X'd our customers in a week! 
190,Inbox,"ZoomerCaps. Hats that allows you to video chat only your face, everything else is virtual background. Now you can do dishes without your video chat noticing. Interested?"
196,Inbox,"At a time when dumb ideas are in abundance, we need to put on our critical thinking hats. So don't forget your hats on monday ok"
202,Inbox,Do not Venmo charge me for Wednesday lunch. I will be bringing my own food.
208,Inbox,"BuzzFeed's 'Which kind of Poptart are you?"". Click here to take the quiz. Ha everyone click! I'm brown sugar"
214,Inbox,"If you saw the lobby this morning, just know there is nothing to worry about. We've got the situation covered."
220,Inbox,Did someone seriously put a coin lock on the toilets? 25 cents each seat lift???
226,Inbox,I saw Rudolph was reinterviewing. I'd like to have a talk with you about that. 
232,Inbox,Hello! I'm Jim from Cloudsmart. Hoping  to connect for a 10 minute call to discuss your business strategies. Do you have time Tuesday?
238,Inbox,"Hello team, please join me in bringing congratulations to Karen, for her 15th anniversary with the firm."
244,Inbox,Alright team! Can't wait for our outing next week. Let us know what you're bringing to the event on this thread!
250,Inbox,We're bringing back our monthly mystery bar cart and making it virtual on Friday. Make your favorite drinks and catch up with your favorite coworkers!
256,Inbox,I recently started using Lush shampoo bars. I reccomend no on uses normal shampoo moving forward. 
262,Inbox,"George, I saw you steal those cheeseballs at the happy hour, how are things at home?"
268,Inbox,Can't wait for my birthday potluck on Friday. :) Bringing a dish isn't mandatory but please let me know what you're bringing!!!
274,Inbox,"Due to recent economic situations, we're going to have to layoff one person on the team. Reply with who that should be."
286,Inbox,"Hi, thought you'd be able to fill out media list for COVID19 blog outreach for tech and business people specifically. Ping me when you're finished in the next 30 mins, thanks. "
292,Inbox,"Someone from finance keeps laughing uncontrollably at 4:20PM, and I'm concerned... does he need help?"
298,Inbox,"Anna, the janitors found mold in your desk from your old lunches. Do you have anything to say for yourself?"
304,Inbox,"You recently sent out a concerning message to a client. I have no idea why you are messaging about killer whales, but I expect this is the last time this issue arises. Please be mature going forward."
310,Inbox,"Hope you all had a great break! I know we've all been cooking, so share your favorite dish from break!"
316,Inbox,Hi! Can we push back our meeting a 1/2 hour? My kiddo is having an e-learning meltdown
322,Inbox,"Brought in donuts, they are in the breakroom."
328,Inbox,"Nice to e-meet you! I'm Stan from HR, conducting a worker effacacy study on behalf of your CHRO. I'm curious, what exactly do you do everyday?"
334,Inbox,I am trying to read the contract but they put it in this damn PDF thing and it is impossible to open. Can someone please come to my office to help?
340,Inbox,"If our job is to make sales, and our website doesn't work at all, can someone please explain how the engineers still have jobs?"
346,Inbox,Emergency meeting in the conference room in 30 minutes. Attendance is mandatory.
352,Inbox,"Howdy there! Halloween is around the corner, please share what you're dressing up as. Remember, office costumes must be office appropriate!"
358,Inbox,"Blood is the lifeblood of humans. Pipeline is the lifeblood of sales. If you're short on blood, you die. If you're short on pipeline, you have two weeks. "
364,Inbox,"Reminder: if anyone emails you from a generic gmail address claiming they're a Nigerian prince in need of cash, don't click on their links. Or give them your corporate card number. Thanks."
370,Inbox,Congratulations to Priya for completing her first project of the year! She is an absolute star and we are looking forward to what she can bring forth in the future.
376,Inbox,"Team, the fraudsters are at it again. We've had $3m stolen today and need all hands on deck. Please standby for orders."
382,Inbox,Guess what everyone?!?! BURRITO BANANZA IS TODAY AT LUNCH - come and pick out a free frozen bean burrito. Can't wait to see those smiling faces!
388,Inbox,"Say hello to the newest family member, my newest labordoodle Sparky. He's cute and cuddly, but fierce and bad to the bone."
394,Inbox,"I saw your quarterly business review and I had a question about your estimate of 3,000 new users. How would we do that?"
400,Inbox,"I wanted to share some key next steps from our call: 1) send Kel product specs; 2) follow up on follow ups; 3) chill out and have a beer every once in a while, jeez"
406,Inbox,"Just a reminder, please clean out your items from the fridge every Monday. I don't want to see any spoiled boiled eggies on Tuesday morning!"
412,Inbox,I would like to recognize Terry for winning 'Beard of the Month' for the month of April. Incredible job Terry.
418,Inbox,Hello there! A once in a lifetime opportunity: an entry level plumber at Plumberly. We pay 180% above market rate. 30 years of prior experience required. Happy to hop on a call to discuss!
424,Inbox,"Dear 4th floor, As you know, it is Wednesday so my guniea pig Mushu is visting the office. She requires roaming space, so I've let her loose. Please watch your step. "
430,Inbox,Looking forward to our lunch n' learn tomorrow! I'm bringing my famous egg salad - with extra mayo. Can I count on you to be there?
436,Inbox,I'd like to apologize for my screen on the video chat. I had no idea my camera was on and am deeply sorry for the things you witnessed.
442,Inbox,"Hi team! I brought in non-sweetended oatmeal for the team today. It is a little cold now, but enjoy! :)"
448,Inbox,That's it! This is the last time! Who put my keyboard in jello?
454,Inbox,"Hi there, just wanted to remind you all to be putting cover pages on your weekly UX reports. It is really important we unify around this."
460,Inbox,Hello! Your tech support agent here. I saw you submitted a ticket because your computer won't turn on. Can you kindly send screenshots?
466,Inbox,Don't forget to vote tomorrow! Everything is riding on this election and it is critical the business community participates in Democracy.
472,Inbox,Asking for a friend! Do we still have our team meeting at 5:30PM on Friday?
478,Inbox,Recognizing our superstar of the week - Joe! Joe is an inspiring leader and kind soul.  Everyone say something nice about Joe. 
484,Inbox,"Now that I am bringing my beloved robovaccum, Vlad the Inhaler, to the office, do me a favor and clean up all loose wires on the ground. Don't want to make Vlady sicky!"
490,Inbox,Hi everyone! We're putting together our marketing strategy for the year and want some great ideas. Any thoughts?
496,Inbox,"Sorry about cancelling the conference call. Well, I actually didn't cancel it. I was on mute the whole time and everyone left. We'll talk tomorrow!"
502,Inbox,Hi team! Attached is the birthdays list. Please update your cake and pizza preferences. :)
508,Inbox,My cat Fluffles is out of wet food and is very angry at me. He is giving me that 'i'm going to claw you' look and I don't know what to do.
514,Inbox,"Since our acquisition of Internetly, we've grown a need to integrate our call centers together. Can you have that down by EOD? Thanks."
520,Inbox,"Team, When I asked you to send me your files, I did not mean a literal filing cabinet. Please send me your files ASAP after removing this cabinet from my cube."
526,Inbox,Your analysis of Q4 numbers are not matching up with our expectations. Please let me know how you will fill the gap moving forward. 
532,Inbox,We will be working from home on Mondays. Please stay diligent and work hard. Any questions?
538,Inbox,Update: call with client went great. Deal should be sent to ops on Tuesday. Please carry process forward. Any thoughts?
544,Inbox,My daughter is selling girl scout cookies today in the office. She will be coming to each cube to say hello or collect your order. Any preorders?
550,Inbox,"I think someone is burning a candle or something in the 3rd floor stairwell? Um whoever that may be, please don't burn candles at the office. Thanks."
556,Inbox,No meetingCochella today team I have a doctor's appointment 
561,Inbox,"We are trying something different and group interviewing candidates. You will join, please let me know your questions."
563,Inbox,Can someone come help me with my email?
569,Inbox,"Hi, I just gave you a call but wasn't able to connect. Please call me right now."
575,Inbox,I have a stapler at MY desk for a reason. Because I need it to keep my things together. Please urgently return and I won't be mad. But I am mad. :-(
581,Inbox,"Team, remember one thing. There's no reason to be anxious about this meeting. We worked hard on this for months. Didn't you do your due diligence on the legal reports?"
587,Inbox,We are having a toy drive for the Christian food bank in downtown. It is non-religious. Let me know how you'd like to contribute!
